date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:06:30	173676/173676	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:12%20GMT	https://hotels.ng/hotel/1441443-appleville-suites?utm_source=home&utm_campaign=top-deals&utm_medium=on-site&utm_content=appleville-suites	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotel/1441443-appleville-suitesd998.html	(from https://hotels.ng/)
22:06:30	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2021:06:12%20GMT	https://media.hotels.ng/img/h1441443/562/422/b1/appleville-suites-1441443-5.jpg	C:/Users/pc/Desktop/hotel%20web/media.hotels.ng/img/h1441443/562/422/b1/appleville-suites-1441443-5.jpg	(from https://hotels.ng/)
22:06:30	19976/19976	---M--	200	added ('OK')	image/jpeg	etag:%22ab90fca1a9185e68564f4622871b0774%22	https://m.hotels.ng/img/h1441443/562/422/b1/appleville-suites-1441443-5.jpg	C:/Users/pc/Desktop/hotel%20web/m.hotels.ng/img/h1441443/562/422/b1/appleville-suites-1441443-5.jpg	(from https://hotels.ng/)
22:06:32	392188/392188	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:14%20GMT	https://hotels.ng/hotels-in-lagos/ikeja	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotels-in-lagos/ikeja.html	(from https://hotels.ng/)
22:06:33	176731/176731	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:15%20GMT	https://hotels.ng/hotel/1004331-begonia-hotel-oyo?utm_source=home&utm_campaign=top-deals&utm_medium=on-site&utm_content=begonia-hotel-oyo	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotel/1004331-begonia-hotel-oyo7e02.html	(from https://hotels.ng/)
22:06:33	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2021:06:15%20GMT	https://media.hotels.ng/img/h1004331/562/422/b1/begonia-hotel-1004331-35.jpg	C:/Users/pc/Desktop/hotel%20web/media.hotels.ng/img/h1004331/562/422/b1/begonia-hotel-1004331-35.jpg	(from https://hotels.ng/)
22:06:33	19021/19021	---M--	200	added ('OK')	image/jpeg	etag:%2245fa6ed1072dd11b1f1ca1e27053a2b8%22	https://m.hotels.ng/img/h1004331/562/422/b1/begonia-hotel-1004331-35.jpg	C:/Users/pc/Desktop/hotel%20web/m.hotels.ng/img/h1004331/562/422/b1/begonia-hotel-1004331-35.jpg	(from https://hotels.ng/)
22:06:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2021:06:16%20GMT	https://hotels.ng/hotels-in-oyo/Ilora	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotels-in-oyo/Ilora	(from https://hotels.ng/)
22:06:35	235469/235469	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:17%20GMT	https://hotels.ng/hotels-in-oyo/ilora	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotels-in-oyo/ilora.html	(from https://hotels.ng/)
22:06:36	399916/399916	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:19%20GMT	https://hotels.ng/hotels-in-oyo	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotels-in-oyo.html	(from https://hotels.ng/)
22:06:37	162959/162959	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:19%20GMT	https://hotels.ng/hotel/1470786-bon-hotel-garden-city-port-harcourt?utm_source=home&utm_campaign=top-deals&utm_medium=on-site&utm_content=1470786-bon-hotel-garden-city-port-harcourt	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotel/1470786-bon-hotel-garden-city-port-harcourt0cf1.html	(from https://hotels.ng/)
22:06:37	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2021:06:20%20GMT	https://media.hotels.ng/img/h1470786/562/422/b1/bon-hotel-garden-city-port-harcourt-1470786-11.jpg	C:/Users/pc/Desktop/hotel%20web/media.hotels.ng/img/h1470786/562/422/b1/bon-hotel-garden-city-port-harcourt-1470786-11.jpg	(from https://hotels.ng/)
22:06:38	24938/24938	---M--	200	added ('OK')	image/jpeg	etag:%22d2f8ed8c6bf9be4ac170f0f1550e6426%22	https://m.hotels.ng/img/h1470786/562/422/b1/bon-hotel-garden-city-port-harcourt-1470786-11.jpg	C:/Users/pc/Desktop/hotel%20web/m.hotels.ng/img/h1470786/562/422/b1/bon-hotel-garden-city-port-harcourt-1470786-11.jpg	(from https://hotels.ng/)
22:06:40	400862/400862	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:21%20GMT	https://hotels.ng/hotels-in-rivers	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotels-in-rivers.html	(from https://hotels.ng/)
22:06:40	151909/151909	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2021:06:22%20GMT	https://hotels.ng/hotel/1470842-luxol-homes-suites?utm_source=home&utm_campaign=top-deals&utm_medium=on-site&utm_content=luxol-homes-suites	C:/Users/pc/Desktop/hotel%20web/hotels.ng/hotel/1470842-luxol-homes-suitesdc8a.html	(from https://hotels.ng/)
22:06:40	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2021:06:23%20GMT	https://media.hotels.ng/img/h1470842/562/422/b1/luxol-homes-&-suites-1470842-13.jpg	C:/Users/pc/Desktop/hotel%20web/media.hotels.ng/img/h1470842/562/422/b1/luxol-homes-&-suites-1470842-13.jpg	(from https://hotels.ng/)
22:06:41	21973/21973	---M--	200	added ('OK')	image/jpeg	etag:%229a4c32e82d2891d8050d835e3b75847d%22	https://m.hotels.ng/img/h1470842/562/422/b1/luxol-homes-&-suites-1470842-13.jpg	C:/Users/pc/Desktop/hotel%20web/m.hotels.ng/img/h1470842/562/422/b1/luxol-homes-&-suites-1470842-13.jpg	(from https://hotels.ng/)
